  Fig   Protocol          File               Metric              Value        
 fig11    gus         FileWrite-2      p96.28000000000321  176.78849685640003 
 fig11    gus         FileWrite-2      p96.29000000000322  176.78862601270004 
 fig11    gus         FileWrite-2      p96.30000000000322  176.78875516900004 
 fig11    gus         FileWrite-2      p96.31000000000323  176.78888432530005 
 fig11    gus         FileWrite-2      p96.32000000000323  176.78899005600005 
 fig11    gus         FileWrite-2      p96.33000000000324  176.78909231400004 
 fig11    gus         FileWrite-2      p96.34000000000324  176.78919457200004 
 fig11    gus         FileWrite-2      p96.35000000000325  176.78929683000004 
 fig11    gus         FileWrite-2      p96.36000000000325  176.78942906160006 
 fig11    gus         FileWrite-2      p96.37000000000326  176.78961179220008 
 fig11    gus         FileWrite-2      p96.38000000000326  176.78979452280007 
 fig11    gus         FileWrite-2      p96.39000000000327  176.78997725340008 
 fig11    gus         FileWrite-2      p96.40000000000327  176.79015998400007 
 fig11    gus         FileWrite-2      p96.41000000000328  176.79040100460008 
 fig11    gus         FileWrite-2      p96.42000000000328  176.79065042520008 
 fig11    gus         FileWrite-2      p96.43000000000329  176.79089984580008 
 fig11    gus         FileWrite-2      p96.4400000000033   176.79114926640008 
 fig11    gus         FileWrite-2      p96.4500000000033   176.79134766850004 
 fig11    gus         FileWrite-2      p96.4600000000033   176.79146126380004 
 fig11    gus         FileWrite-2      p96.47000000000331  176.79157485910005 
 fig11    gus         FileWrite-2      p96.48000000000332  176.79168845440003 
 fig11    gus         FileWrite-2      p96.49000000000332  176.79180204970004 
 fig11    gus         FileWrite-2      p96.50000000000333  176.7920484400001  
 fig11    gus         FileWrite-2      p96.51000000000333  176.79231342160008 
 fig11    gus         FileWrite-2      p96.52000000000334  176.79257840320008 
 fig11    gus         FileWrite-2      p96.53000000000334  176.79284338480008 
 fig11    gus         FileWrite-2      p96.54000000000335  176.79302989200002 
 fig11    gus         FileWrite-2      p96.55000000000335  176.79308769000002 
 fig11    gus         FileWrite-2      p96.56000000000336  176.79314548800002 
 fig11    gus         FileWrite-2      p96.57000000000336  176.79320328600002 
 fig11    gus         FileWrite-2      p96.58000000000337  176.79326108400002 
 fig11    gus         FileWrite-2      p96.59000000000337  176.79337778770005 
 fig11    gus         FileWrite-2      p96.60000000000338  176.79350249800004 
 fig11    gus         FileWrite-2      p96.61000000000338  176.79362720830005 
 fig11    gus         FileWrite-2      p96.62000000000339  176.79375191860004 
 fig11    gus         FileWrite-2      p96.63000000000339  176.7940739365002  
 fig11    gus         FileWrite-2      p96.6400000000034   176.79471527200022 
 fig11    gus         FileWrite-2      p96.6500000000034   176.79535660750022 
 fig11    gus         FileWrite-2      p96.66000000000341  176.79599794300023 
 fig11    gus         FileWrite-2      p96.67000000000341  176.79663927850024 
 fig11    gus         FileWrite-2      p96.68000000000342  176.7969109892001  
 fig11    gus         FileWrite-2      p96.69000000000342  176.79713395610008 
 fig11    gus         FileWrite-2      p96.70000000000343  176.79735692300008 
 fig11    gus         FileWrite-2      p96.71000000000343  176.79757988990008 
 fig11    gus         FileWrite-2      p96.72000000000344  176.79803346320028 
 fig11    gus         FileWrite-2      p96.73000000000344  176.79885530630028 
 fig11    gus         FileWrite-2      p96.74000000000345  176.79967714940028 
 fig11    gus         FileWrite-2      p96.75000000000345  176.80049899250028 
 fig11    gus         FileWrite-2      p96.76000000000346  176.80132083560028 
 fig11    gus         FileWrite-2      p96.77000000000346  176.80161918110008 
 fig11    gus         FileWrite-2      p96.78000000000347  176.80185059540008 
 fig11    gus         FileWrite-2      p96.79000000000347  176.8020820097001  
 fig11    gus         FileWrite-2      p96.80000000000348  176.8023134240001  
 fig11    gus         FileWrite-2      p96.81000000000348  176.8025734899001  
 fig11    gus         FileWrite-2      p96.82000000000349  176.80287870780012 
 fig11    gus         FileWrite-2      p96.8300000000035   176.80318392570013 
 fig11    gus         FileWrite-2      p96.8400000000035   176.8034891436001  
 fig11    gus         FileWrite-2      p96.8500000000035   176.8037943615001  
 fig11    gus         FileWrite-2      p96.86000000000351    176.8038337362   
 fig11    gus         FileWrite-2      p96.87000000000351  176.80384018290002 
 fig11    gus         FileWrite-2      p96.88000000000352    176.8038466296   
 fig11    gus         FileWrite-2      p96.89000000000352    176.8038530763   
 fig11    gus         FileWrite-2      p96.90000000000353  176.80389554100003 
 fig11    gus         FileWrite-2      p96.91000000000354  176.80399401990005 
 fig11    gus         FileWrite-2      p96.92000000000354  176.80409249880003 
 fig11    gus         FileWrite-2      p96.93000000000355  176.80419097770005 
 fig11    gus         FileWrite-2      p96.94000000000355  176.80428945660006 
 fig11    gus         FileWrite-2      p96.95000000000356  176.8045046535001  
 fig11    gus         FileWrite-2      p96.96000000000356  176.8047338448001  
 fig11    gus         FileWrite-2      p96.97000000000357  176.80496303610008 
 fig11    gus         FileWrite-2      p96.98000000000357  176.80519222740008 
 fig11    gus         FileWrite-2      p96.99000000000358  176.8054585158001  
 fig11    gus         FileWrite-2      p97.00000000000358  176.8057817400001  
 fig11    gus         FileWrite-2      p97.01000000000359  176.8061049642001  
 fig11    gus         FileWrite-2      p97.02000000000359  176.8064281884001  
 fig11    gus         FileWrite-2      p97.0300000000036   176.8067514126001  
 fig11    gus         FileWrite-2      p97.0400000000036     176.806806912    
 fig11    gus         FileWrite-2      p97.0500000000036     176.806831365    
 fig11    gus         FileWrite-2      p97.06000000000361    176.806855818    
 fig11    gus         FileWrite-2      p97.07000000000362    176.806880271    
 fig11    gus         FileWrite-2      p97.08000000000362  176.8069933008001  
 fig11    gus         FileWrite-2      p97.09000000000363  176.8072404984001  
 fig11    gus         FileWrite-2      p97.10000000000363  176.8074876960001  
 fig11    gus         FileWrite-2      p97.11000000000364  176.8077348936001  
 fig11    gus         FileWrite-2      p97.12000000000364  176.8079820912001  
 fig11    gus         FileWrite-2      p97.13000000000365  176.80811894400006 
 fig11    gus         FileWrite-2      p97.14000000000365  176.80824343200004 
 fig11    gus         FileWrite-2      p97.15000000000366  176.80836792000005 
 fig11    gus         FileWrite-2      p97.16000000000366  176.80849240800006 
 fig11    gus         FileWrite-2      p97.17000000000367  176.8093383387007  
 fig11    gus         FileWrite-2      p97.18000000000367  176.8112627898007  
 fig11    gus         FileWrite-2      p97.19000000000368  176.81318724090073 
 fig11    gus         FileWrite-2      p97.20000000000368  176.81511169200073 
 fig11    gus         FileWrite-2      p97.21000000000369  176.81703614310072 
 fig11    gus         FileWrite-2      p97.2200000000037   176.81834334800047 
 fig11    gus         FileWrite-2      p97.2300000000037   176.81958378200045 
 fig11    gus         FileWrite-2      p97.2400000000037   176.82082421600046 
 fig11    gus         FileWrite-2      p97.25000000000371  176.82206465000044 
 fig11    gus         FileWrite-2      p97.26000000000371  176.82283560960002 
 fig11    gus         FileWrite-2      p97.27000000000372    176.8229138592   
 fig11    gus         FileWrite-2      p97.28000000000372  176.82299210880004 
 fig11    gus         FileWrite-2      p97.29000000000373  176.82307035840003 
 fig11    gus         FileWrite-2      p97.30000000000373  176.82314860800005 
 fig11    gus         FileWrite-2      p97.31000000000374  176.82347244360014 
 fig11    gus         FileWrite-2      p97.32000000000374  176.82382189920014 
 fig11    gus         FileWrite-2      p97.33000000000375  176.82417135480014 
 fig11    gus         FileWrite-2      p97.34000000000376  176.82452081040012 
 fig11    gus         FileWrite-2      p97.35000000000376  176.82490655650017 
 fig11    gus         FileWrite-2      p97.36000000000377  176.82534515440017 
 fig11    gus         FileWrite-2      p97.37000000000377  176.82578375230017 
 fig11    gus         FileWrite-2      p97.38000000000378  176.82622235020017 
 fig11    gus         FileWrite-2      p97.39000000000378  176.82666094810017 
 fig11    gus         FileWrite-2      p97.40000000000379  176.82671716000002 
 fig11    gus         FileWrite-2      p97.41000000000379    176.826734944    
 fig11    gus         FileWrite-2      p97.4200000000038   176.82675272800003 
 fig11    gus         FileWrite-2      p97.4300000000038   176.82677051200002 
 fig11    gus         FileWrite-2      p97.4400000000038   176.82691533760013 
 fig11    gus         FileWrite-2      p97.45000000000381  176.82724278550012 
 fig11    gus         FileWrite-2      p97.46000000000382  176.8275702334001  
 fig11    gus         FileWrite-2      p97.47000000000382  176.82789768130013 
 fig11    gus         FileWrite-2      p97.48000000000383  176.82822512920012 
 fig11    gus         FileWrite-2      p97.49000000000383  176.8285302801001  
 fig11    gus         FileWrite-2      p97.50000000000384  176.8288332750001  
 fig11    gus         FileWrite-2      p97.51000000000384  176.82913626990012 
 fig11    gus         FileWrite-2      p97.52000000000385  176.82943926480013 
 fig11    gus         FileWrite-2      p97.53000000000385  176.82962802800003 
 fig11    gus         FileWrite-2      p97.54000000000386    176.829654704    
 fig11    gus         FileWrite-2      p97.55000000000386     176.82968138    
 fig11    gus         FileWrite-2      p97.56000000000387  176.82970805600002 
 fig11    gus         FileWrite-2      p97.57000000000387    176.829734732    
 fig11    gus         FileWrite-2      p97.58000000000388  176.82983097080003 
 fig11    gus         FileWrite-2      p97.59000000000388  176.82993367340003 
 fig11    gus         FileWrite-2      p97.60000000000389  176.83003637600004 
 fig11    gus         FileWrite-2      p97.6100000000039   176.83013907860004 
 fig11    gus         FileWrite-2      p97.6200000000039   176.83029623000007 
 fig11    gus         FileWrite-2      p97.6300000000039   176.8305296450001  
 fig11    gus         FileWrite-2      p97.64000000000391  176.8307630600001  
 fig11    gus         FileWrite-2      p97.65000000000391  176.8309964750001  
 fig11    gus         FileWrite-2      p97.66000000000392  176.83122989000012 
 fig11    gus         FileWrite-2      p97.67000000000392  176.83162719730018 
 fig11    gus         FileWrite-2      p97.68000000000393  176.83203911920018 
 fig11    gus         FileWrite-2      p97.69000000000393  176.83245104110017 
 fig11    gus         FileWrite-2      p97.70000000000394  176.83286296300017 
 fig11    gus         FileWrite-2      p97.71000000000394  176.8332171322001  
 fig11    gus         FileWrite-2      p97.72000000000395  176.83349145040012 
 fig11    gus         FileWrite-2      p97.73000000000395  176.8337657686001  
 fig11    gus         FileWrite-2      p97.74000000000396  176.83404008680012 
 fig11    gus         FileWrite-2      p97.75000000000396  176.83431440500013 
 fig11    gus         FileWrite-2      p97.76000000000397  176.83442795520006 
 fig11    gus         FileWrite-2      p97.77000000000398  176.83452776790006 
 fig11    gus         FileWrite-2      p97.78000000000398  176.83462758060006 
 fig11    gus         FileWrite-2      p97.79000000000399  176.83472739330006 
